"-30.47","-28.12","-27.88","-27.41","-25.48","-24.91","-27.64","-27.44","-27.49","-27.22","-27.72","-29.58","-31.27"
"-26.87","-21.86","-21.14","-20.82","-19.17","-19.98","-19.92","-20.36","-18.08","-19.25","-18.27","-24.38","-27.53"
"-24.82","-1.19","-2.5","-1.39","-2.5","-2.39","-2.24","-2.08","-3.58","-2.89","-2.14","-10.01","-24.11"
"-30.56","-25.04","-20.21","-20.11","-20.88","-21.88","-20.92","-21.29","-23.66","-21.73","-11.83","-7.17","-22.72"
"-43.34","-42.63","-42.37","-41.96","-43.23","-42.49","-41.62","-42.87","-41.44","-34.14","-13.83","-7.87","-21.73"
"-47.57","-52.09","-55.6","-54.27","-53.87","-51.67","-53.64","-51.22","-47.29","-36.01","-15.11","-7.14","-21.86"
"-48.77","-51.74","-55.78","-48.05","-40.22","-44.89","-53.97","-42.51","-43.45","-32.19","-13.71","-7.59","-22.03"
"-37.65","-39.95","-45.12","-54.38","-52.87","-37.22","-42.03","-52.17","-47.54","-34.51","-13.89","-7.87","-22.6"
"-38.47","-44.27","-53.18","-43.23","-40.56","-42.64","-44.24","-43.89","-47.13","-36.56","-13.65","-8.26","-22.72"
"-46.19","-45.94","-54.79","-44.73","-40.29","-55.64","-46.72","-46.56","-42.03","-35.25","-13.74","-6.88","-23.01"
"-45.83","-46.44","-48.83","-42.98","-45.48","-52.92","-47.78","-47.19","-44.67","-35.24","-13.37","-7.69","-24.57"
"-39.71","-48.54","-52.97","-43.15","-37.27","-46.62","-47.65","-45.15","-46.22","-38.12","-21.06","-14.03","-27.67"
"-41.25","-47.87","-48.21","-37.62","-32.19","-37.93","-42.61","-44.12","-44.51","-44.73","-30.44","-26.36","-36.02"
