-29.19,-26.1,-24.95,-24.51,-24.09,-24.18,-23.62,-23.69,-23.54,-23.18,-24.18,-27.81,-32.04
-24.14,-13.37,-12.05,-11.61,-11.57,-11.46,-10.59,-10.59,-9.4,-9.64,-8.14,-18.58,-28.55
-26.21,-14.4,-13.18,-14.37,-15.15,-15.07,-18.32,-18.32,-17.37,-16.61,-8.89,-14.37,-27.68
-34.8,-36.53,-38.47,-37.95,-41.23,-39.1,-36.49,-36.49,-37.18,-30.88,-11.73,-13.53,-23.51
-40.11,-47.72,-48.15,-47.31,-44.51,-46.91,-46.22,-46.22,-41.7,-32.55,-12.47,-13,-26.21
-43.51,-48.05,-49.32,-49.21,-49.38,-49.1,-47.3,-47.3,-41.99,-33.64,-13.33,-13.72,-25.41
-45.4,-48.65,-49.73,-49.85,-49.62,-49.3,-48.15,-48.15,-42.44,-32.23,-13.2,-12.66,-25.83
-47,-50.33,-50.77,-50.14,-50.1,-50.23,-49.71,-49.71,-43.88,-34.65,-14.16,-12.72,-25.41
-47.22,-49.57,-50.79,-51.95,-50.58,-50.4,-49.52,-49.52,-44.18,-35.98,-15.51,-11.73,-24.6
-45.77,-48.16,-50.36,-50.51,-50.54,-50.66,-50.22,-50.22,-44.12,-34.58,-14.74,-9.52,-24.01
-46.55,-48.8,-50.02,-49.03,-48.15,-50.08,-50.7,-50.7,-45.53,-35.72,-14.77,-7.44,-25.48
-47.98,-49.33,-50.13,-49.5,-49.57,-49.39,-49.75,-49.75,-47.05,-46.33,-29.98,-31.27,-33.08
-45.29,-47.2,-46.07,-45.74,-44.42,-47.85,-46.12,-46.12,-45.42,-43.54,-35.41,-34.09,-34.14
