-31.52,-33.56,-30.44,-23.97,-28.16,-24.98,-21.56,-23.337,-25.83,-26.75,-28.66,-30.87,-33.27
-26.97,-18.5,-19.2,-16.4,-15.4,-14.8,-7.7,-14.6,-12.36,-13.1,-12.94,-24.77,-31.95
-27.07,-13.18,-11.8,-10.33,-13.37,-10.68,-5.43,-9.6,-10.7,-10.08,-6.8,-16.35,-30.72
-35.89,-16.6,-16.34,-32.24,-13.41,-22.85,-15.3,-15.51,-27.63,-25.76,-10.37,-13.66,-29.97
-40.04,-12.08,-23.9,-30.74,-30.02,-20.01,-29.8,-29.58,-31.42,-30.27,-11.72,-12.03,-29.88
-38.8,-11.1,-26.77,-30.46,-33.31,-18.8,-32.11,-30.5,-31.63,-30.91,-12.15,-11.47,-29.49
-33.08,-10.33,-27.52,-30.2,-34.41,-14.2,-33.35,-31.5,-31.76,-31.26,-13.02,-11.74,-29.31
-39.2,-9.65,-27.5,-31.53,-35.08,-17.45,-33.28,-31.61,-31.91,-31.09,-13.91,-10.94,-29.24
-41.43,-13.73,-30.24,-31.96,-35.25,-29.6,-34.23,-31.89,-32.02,-31.13,-13.97,-10.32,-29.35
-44.3,-36,-34.3,-32.23,-35.31,-32,-34.3,-32.26,-32.4,-31.35,-15.66,-9.89,-29.3
-46.45,-36.45,-34.43,-32.67,-35.28,-31.5,-33.78,-32.49,-32.42,-31.7,-16.22,-9.15,-30.62
-53.4,-37.42,-35.3,-33.79,-36.55,-32.68,-34.35,-33.07,-32.85,-31.38,-29.4,-23.73,-34.65
-53.26,-43.5,-41.57,-38.67,-42.9,-37.81,-39.23,-37.71,-36.81,-36.15,-28.22,-33.04,-39.4
